mean_count turtles with [standing?],mean_count turtles with [feeling-awkward? = true],min_count turtles with [standing?],min_count turtles with [feeling-awkward? = true],last_count turtles with [standing?],last_count turtles with [feeling-awkward? = true],sd_count turtles with [standing?],sd_count turtles with [feeling-awkward? = true],trend_count turtles with [standing?],trend_count turtles with [feeling-awkward? = true],max_count turtles with [standing?],max_count turtles with [feeling-awkward? = true],snap_10_count turtles with [standing?],snap_10_count turtles with [feeling-awkward? = true],snap_20_count turtles with [standing?],snap_20_count turtles with [feeling-awkward? = true],snap_30_count turtles with [standing?],snap_30_count turtles with [feeling-awkward? = true],snap_40_count turtles with [standing?],snap_40_count turtles with [feeling-awkward? = true]
229.82,67.16,97.0,23.0,208.0,65.0,59.73229947021964,23.979457875439966,2.1779111644657854,-0.4695318127250918,365.0,205.0,141.0,87.0,277.0,67.0,327.0,49.0,233.0,50.0
194.72,17.22,37.0,4.0,210.0,11.0,89.82517241842625,19.6237509156634,5.211812725090036,-0.5398799519807937,316.0,145.0,103.0,12.0,173.0,26.0,303.0,18.0,277.0,9.0
261.36,49.02,111.0,30.0,358.0,36.0,78.87071953519887,16.647510324369826,1.1047298919567825,-0.4697719087635065,367.0,149.0,279.0,56.0,134.0,59.0,217.0,46.0,350.0,46.0
27.0,4.74,0.0,0.0,79.0,1.0,38.02578072834271,8.545899601563308,1.9664825930372154,0.014837935174069132,101.0,59.0,1.0,1.0,1.0,1.0,1.0,1.0,101.0,8.0
234.72,55.46,145.0,28.0,187.0,62.0,69.95971412177154,11.975324630255331,-4.52216086434574,0.5655222088835534,371.0,72.0,284.0,56.0,260.0,63.0,191.0,57.0,160.0,63.0
144.38,41.46,22.0,21.0,39.0,39.0,121.45450012247385,12.961805429800279,-7.653541416566634,-0.3052581032412968,374.0,76.0,270.0,57.0,178.0,52.0,45.0,29.0,65.0,46.0
278.1,42.48,63.0,16.0,244.0,37.0,75.64634822646761,22.625861309572283,3.9128451380552227,-0.6798559423769521,375.0,171.0,218.0,25.0,269.0,60.0,308.0,24.0,372.0,28.0
188.46,56.64,33.0,33.0,244.0,79.0,99.60947946857269,19.209122832654277,-5.035534213685476,-0.2941656662665077,354.0,148.0,166.0,41.0,221.0,61.0,233.0,47.0,41.0,40.0
233.46,63.08,51.0,39.0,158.0,80.0,87.55186120237535,9.734146084788332,3.862809123649461,0.24662665066026396,326.0,84.0,143.0,57.0,300.0,59.0,322.0,46.0,293.0,68.0
140.12,26.94,9.0,9.0,97.0,33.0,119.88405064894997,23.45669200889162,-6.660840336134461,-0.7254261704681886,341.0,167.0,313.0,27.0,100.0,18.0,12.0,10.0,53.0,20.0
160.52,48.2,23.0,20.0,273.0,37.0,89.07373125675157,24.219826588974584,-0.4606962785114055,-0.6616086434573839,317.0,184.0,165.0,53.0,142.0,47.0,36.0,25.0,158.0,51.0
181.62,28.18,15.0,11.0,245.0,43.0,129.16313560764928,10.942924654771229,-6.523841536614651,0.005330132052820918,373.0,70.0,304.0,31.0,203.0,24.0,20.0,19.0,50.0,20.0
308.02,39.02,247.0,17.0,378.0,20.0,32.59416512199691,9.001088823025801,-0.6322689075630286,0.22410564225690266,378.0,56.0,308.0,42.0,307.0,46.0,247.0,46.0,298.0,43.0
133.48,42.44,27.0,24.0,108.0,29.0,86.79775112294097,13.948706033177412,2.718463385354142,0.11543817527010783,276.0,97.0,39.0,36.0,144.0,41.0,245.0,38.0,119.0,48.0
163.56,46.58,47.0,19.0,190.0,59.0,62.004890129730896,20.690181246185347,3.0603601440576225,-0.047202881152462246,255.0,175.0,83.0,40.0,189.0,39.0,252.0,52.0,172.0,50.0
250.14,59.6,86.0,34.0,86.0,54.0,71.89158782500216,13.968536072187378,-2.6805762304921994,0.24509003601440552,363.0,89.0,255.0,44.0,329.0,56.0,228.0,73.0,246.0,41.0
245.62,39.54,171.0,21.0,194.0,22.0,53.308494632656824,25.786981211456297,-2.446434573829533,-0.7703721488595459,337.0,201.0,294.0,45.0,311.0,38.0,210.0,31.0,189.0,27.0
162.68,40.66,18.0,18.0,269.0,67.0,109.36918030231367,15.244159537344132,3.9208643457382966,0.3768067226890755,368.0,87.0,100.0,41.0,309.0,56.0,53.0,36.0,235.0,58.0
146.24,40.96,22.0,19.0,200.0,46.0,83.65585693781398,14.598575272950438,-0.8067226890756309,-0.11697478991596727,301.0,101.0,226.0,37.0,202.0,38.0,80.0,48.0,46.0,31.0
146.36,27.14,58.0,13.0,198.0,26.0,50.26440490048599,19.737284514339866,-0.22981992797119044,-0.5536134453781527,283.0,148.0,58.0,19.0,148.0,18.0,102.0,19.0,169.0,21.0
208.28,28.64,10.0,10.0,19.0,19.0,96.1669465045033,17.538255329422018,-5.800816326530613,-0.13320528211284638,380.0,126.0,252.0,34.0,270.0,22.0,165.0,22.0,207.0,30.0
259.5,12.94,11.0,2.0,230.0,5.0,85.97028556425761,12.058872252412328,1.3057863145258106,-0.16734693877551074,379.0,77.0,311.0,6.0,379.0,2.0,273.0,8.0,220.0,8.0
303.86,27.3,131.0,8.0,383.0,15.0,81.08292298628609,14.33352713047281,0.07927971188475094,-0.31198079231692744,390.0,67.0,273.0,36.0,340.0,20.0,166.0,28.0,367.0,22.0
288.36,34.72,169.0,21.0,284.0,28.0,51.45901670261491,13.739053824772649,0.9861224489795899,-0.38559423769507883,368.0,118.0,181.0,33.0,333.0,22.0,365.0,29.0,259.0,32.0
282.88,51.9,177.0,29.0,213.0,53.0,50.00305590661435,20.1843999167674,-1.6820168067226908,-0.3179351740696293,369.0,168.0,230.0,56.0,324.0,47.0,291.0,37.0,244.0,47.0
258.88,27.24,30.0,11.0,147.0,17.0,90.95463484616931,10.563257073459873,0.4043217286914735,-0.35370948379351763,382.0,54.0,365.0,20.0,275.0,33.0,351.0,28.0,197.0,21.0
200.34,45.62,31.0,23.0,124.0,53.0,106.33769040185138,20.922609779852994,-5.010180072028815,-0.4518127250900372,362.0,165.0,292.0,39.0,286.0,64.0,204.0,42.0,41.0,28.0
221.98,32.14,22.0,10.0,85.0,19.0,114.28761787700364,21.398140106093333,-5.902569027611046,-0.3883313325330145,390.0,147.0,377.0,16.0,284.0,23.0,302.0,29.0,44.0,16.0
204.34,59.12,92.0,33.0,99.0,55.0,65.03464000054124,9.28146540154086,-2.018199279711887,0.22088835534213666,352.0,82.0,180.0,68.0,158.0,49.0,278.0,64.0,194.0,74.0
217.18,49.4,57.0,30.0,248.0,57.0,89.19836097148871,13.501111065390138,-3.8179591836734725,-0.19217286914765982,351.0,120.0,251.0,57.0,347.0,37.0,59.0,39.0,150.0,47.0
142.34,48.7,28.0,26.0,62.0,48.0,112.16801861493322,16.489087300393557,-1.1733493397358947,-0.2100840336134462,360.0,106.0,101.0,48.0,348.0,45.0,223.0,78.0,28.0,26.0
58.98,26.38,12.0,10.0,29.0,26.0,43.39469552837075,9.068384641158534,0.009843937575029648,-0.009939975990396513,170.0,46.0,23.0,16.0,113.0,31.0,170.0,46.0,27.0,25.0
153.1,57.06,46.0,35.0,277.0,69.0,68.28067076413355,10.933270325021695,4.5502521008403365,0.5660024009603841,280.0,80.0,84.0,45.0,99.0,51.0,187.0,59.0,219.0,68.0
253.16,50.5,80.0,23.0,117.0,77.0,80.46747417435196,16.14465855941215,-3.7042016806722744,0.5849219687875147,374.0,103.0,316.0,53.0,255.0,50.0,285.0,40.0,193.0,47.0
182.42,49.76,61.0,35.0,168.0,46.0,86.7177236786114,8.629159866406463,-4.545642256902766,0.04158463385354058,364.0,70.0,236.0,67.0,134.0,50.0,135.0,64.0,89.0,49.0
135.14,39.92,40.0,18.0,273.0,46.0,70.5818701934144,24.13697578405381,3.141176470588236,-0.5567346938775528,273.0,191.0,94.0,50.0,42.0,19.0,125.0,27.0,196.0,40.0
295.04,49.82,72.0,25.0,302.0,54.0,81.82443644779963,13.825613910420037,1.346746698679469,-0.2961344537815129,374.0,80.0,300.0,43.0,111.0,55.0,343.0,50.0,357.0,36.0
165.56,38.88,54.0,23.0,303.0,42.0,76.53709166149443,19.876257192942546,3.3537575030012006,-0.34228091236494723,321.0,170.0,158.0,36.0,187.0,40.0,90.0,36.0,223.0,38.0
121.84,53.44,34.0,29.0,171.0,72.0,60.75898616665686,22.00378149318885,1.0689075630252092,-0.0586794717887171,233.0,182.0,167.0,46.0,69.0,39.0,134.0,63.0,205.0,68.0
204.78,32.5,131.0,14.0,205.0,29.0,66.0328069977341,17.50114281982751,-2.641008403361345,-0.6034573829531824,372.0,132.0,189.0,33.0,231.0,43.0,137.0,14.0,133.0,27.0
326.78,16.84,233.0,3.0,387.0,7.0,54.14140374981055,17.76216203056373,-2.3696038415366165,-0.11073229291716791,397.0,133.0,389.0,11.0,358.0,22.0,276.0,7.0,254.0,22.0
174.8,44.32,82.0,28.0,223.0,54.0,88.6108345519892,7.915655374004102,-2.4644417767106854,0.02074429771908694,372.0,62.0,229.0,55.0,108.0,33.0,91.0,54.0,166.0,39.0
62.64,11.24,0.0,0.0,2.0,2.0,63.13089893229781,22.821533690793,-3.624489795918368,-0.7972148859543833,194.0,157.0,194.0,17.0,102.0,4.0,3.0,3.0,0.0,0.0
300.08,32.32,222.0,13.0,289.0,34.0,51.7732904111763,10.847008804274108,-2.3026170468187313,0.0465786314525805,386.0,83.0,385.0,13.0,229.0,36.0,317.0,45.0,246.0,26.0
167.66,41.6,43.0,21.0,43.0,38.0,84.9231676281567,19.39793803474998,-2.9978871548619463,-0.5618247298919584,369.0,151.0,285.0,68.0,182.0,43.0,147.0,22.0,142.0,27.0
130.8,55.2,36.0,31.0,254.0,91.0,71.91439355233415,13.85640646055102,2.7624489795918374,0.4908523409363744,274.0,91.0,131.0,50.0,268.0,50.0,51.0,36.0,197.0,68.0
168.84,50.92,59.0,34.0,211.0,63.0,93.06672015280222,14.39838879875106,-3.8772629051620666,-0.3228811524609853,350.0,136.0,299.0,52.0,82.0,53.0,131.0,51.0,72.0,38.0
66.9,20.66,3.0,3.0,12.0,6.0,62.42699736492217,15.971987978958662,-0.6102761104441777,-0.3523169267707092,222.0,89.0,106.0,35.0,52.0,14.0,10.0,8.0,164.0,27.0
246.58,26.82,170.0,14.0,356.0,28.0,63.92216829864269,11.14394903075207,-0.07947178871548766,-0.03106842737094885,364.0,89.0,240.0,33.0,170.0,17.0,197.0,31.0,267.0,34.0
193.86,46.24,40.0,26.0,134.0,36.0,81.35871434579089,13.484153662725738,-0.7965906362545032,-0.10890756302521079,350.0,95.0,288.0,56.0,265.0,36.0,189.0,74.0,84.0,58.0
21.34,7.62,0.0,0.0,92.0,16.0,30.341792959546737,10.777550742167724,1.295030012004802,-0.018871548619448363,92.0,78.0,3.0,3.0,4.0,4.0,2.0,2.0,49.0,13.0
103.18,31.2,20.0,14.0,179.0,54.0,91.45440175300475,13.281566172707194,-3.185642256902763,-0.21138055222088903,369.0,96.0,104.0,44.0,32.0,27.0,39.0,27.0,45.0,28.0
138.12,15.72,0.0,0.0,347.0,21.0,127.68157893760555,18.452143506920816,4.107563025210083,-0.3385354141656672,366.0,122.0,3.0,3.0,0.0,0.0,105.0,15.0,259.0,8.0
242.08,59.4,45.0,31.0,269.0,80.0,81.78382236114916,12.271919165313957,1.643505402160862,-0.1020888355342147,343.0,102.0,206.0,56.0,90.0,64.0,300.0,58.0,329.0,31.0
219.42,53.9,35.0,21.0,214.0,80.0,89.14192952814071,19.73550100706845,-4.603745498199284,0.07380552220888222,373.0,152.0,272.0,55.0,331.0,62.0,200.0,53.0,103.0,40.0
273.36,20.08,56.0,3.0,73.0,28.0,137.25942736293197,13.018202640917831,-8.35025210084034,0.5984153661464585,397.0,48.0,390.0,10.0,397.0,3.0,218.0,44.0,154.0,29.0
248.08,58.2,63.0,38.0,326.0,72.0,78.98603420858652,15.918542646863127,3.566098439375752,-0.39490996398559464,359.0,143.0,269.0,60.0,260.0,59.0,227.0,69.0,317.0,57.0
397.12,2.58,288.0,0.0,400.0,0.0,15.799544297225811,15.864539073039591,0.33277310924369674,-0.3007442977190887,400.0,113.0,400.0,0.0,400.0,0.0,400.0,0.0,400.0,0.0
200.22,53.8,68.0,39.0,284.0,50.0,79.83014217699979,10.235233265539188,5.33421368547419,-0.055510204081633166,312.0,93.0,112.0,44.0,202.0,62.0,214.0,58.0,307.0,42.0
177.0,40.12,21.0,16.0,283.0,64.0,63.594968354422505,15.237637612175977,2.9599039615846343,0.0858583433373348,285.0,92.0,159.0,44.0,152.0,23.0,131.0,30.0,285.0,61.0
182.24,43.04,31.0,22.0,349.0,44.0,113.2340160905724,10.08555402543658,6.349003601440579,0.2700600240096037,350.0,65.0,61.0,37.0,220.0,53.0,286.0,53.0,223.0,46.0
32.42,10.4,0.0,0.0,2.0,2.0,33.80774467485224,23.454637068179082,-1.826026410564227,-0.7260504201680691,126.0,167.0,66.0,8.0,69.0,17.0,2.0,2.0,1.0,1.0
189.18,54.88,38.0,30.0,159.0,66.0,76.96042879298425,14.418931999284831,-1.1944777911164501,0.03409363745498189,358.0,89.0,106.0,44.0,275.0,73.0,247.0,53.0,38.0,30.0
157.06,48.4,31.0,24.0,53.0,37.0,100.56985830754658,20.088802851339846,-4.991548619447782,-0.7649459783913571,323.0,157.0,195.0,44.0,323.0,45.0,45.0,35.0,56.0,48.0
240.04,54.88,74.0,27.0,231.0,50.0,90.81717018273581,20.026622281353394,-0.1472268907563008,-0.5334933973589447,367.0,133.0,160.0,83.0,334.0,46.0,156.0,33.0,241.0,73.0
282.5,31.14,106.0,4.0,336.0,27.0,66.38260314269093,26.08371905998069,-0.7261944777911185,-0.6136374549819948,394.0,181.0,389.0,11.0,308.0,18.0,317.0,29.0,301.0,12.0
146.3,20.8,11.0,0.0,300.0,53.0,72.42326974115434,25.46055773151877,0.4569987995198072,-0.2254021608643472,300.0,168.0,162.0,41.0,176.0,9.0,161.0,1.0,88.0,25.0
296.16,12.36,229.0,3.0,397.0,3.0,53.820575990972074,15.611226729504638,0.03716686674669453,-0.3297959183673479,397.0,114.0,263.0,16.0,266.0,8.0,248.0,9.0,283.0,12.0
370.86,7.46,237.0,0.0,263.0,7.0,50.35712859168998,11.596913382447932,-2.0860024009603886,0.005426170468186748,400.0,78.0,393.0,5.0,398.0,2.0,395.0,5.0,374.0,12.0
82.2,15.76,1.0,1.0,336.0,15.0,93.30230436596946,16.003199680063982,3.968499399759905,-0.166146458583434,336.0,102.0,51.0,33.0,3.0,3.0,33.0,18.0,176.0,28.0
239.3,20.88,59.0,7.0,59.0,15.0,113.29929390777332,10.610636173199042,-7.5454021608643504,-0.09469387755102121,388.0,81.0,356.0,20.0,322.0,22.0,197.0,30.0,103.0,22.0
230.26,21.74,107.0,8.0,177.0,20.0,54.94681428436048,21.748388446043535,2.0982953181272497,-0.7622088835534225,308.0,160.0,241.0,14.0,175.0,18.0,296.0,9.0,298.0,17.0
176.4,58.92,45.0,31.0,177.0,48.0,86.54779026641869,17.080796234367998,1.4380792316926756,-0.22540216086434622,361.0,126.0,50.0,31.0,82.0,41.0,45.0,36.0,337.0,49.0
160.22,38.9,44.0,23.0,199.0,49.0,69.06613931587604,18.14524731162405,-2.8628571428571425,-0.28451380552220984,333.0,150.0,179.0,39.0,148.0,23.0,52.0,35.0,165.0,33.0
219.32,18.86,94.0,8.0,290.0,9.0,69.28100461165384,19.781819936497254,-1.5053061224489808,-0.4980072028811535,334.0,148.0,286.0,8.0,119.0,17.0,203.0,17.0,211.0,15.0
43.56,13.22,4.0,4.0,210.0,14.0,60.56737075356665,13.227683092665927,2.7098199279711888,-0.027322929171669223,210.0,97.0,8.0,8.0,31.0,15.0,6.0,6.0,76.0,19.0
225.0,61.64,149.0,37.0,159.0,61.0,54.88569941250635,19.57320617579042,-2.7532292917166883,-0.2098439375750306,332.0,181.0,326.0,42.0,204.0,58.0,175.0,56.0,200.0,62.0
264.2,39.28,141.0,15.0,331.0,47.0,64.8937593301544,13.033863586826435,-1.2799039615846388,-0.16163265306122543,383.0,79.0,215.0,38.0,281.0,54.0,224.0,67.0,250.0,30.0
319.1,17.08,171.0,4.0,221.0,33.0,78.16706467560363,11.382161481897889,-4.227466986794728,0.1260984393757499,396.0,70.0,367.0,13.0,385.0,15.0,361.0,18.0,175.0,13.0
190.16,58.42,33.0,33.0,168.0,63.0,77.23816673122168,9.03347109366051,0.7613925570228101,0.3544297719087636,320.0,77.0,225.0,56.0,313.0,57.0,145.0,77.0,188.0,61.0
149.74,58.82,33.0,33.0,249.0,56.0,67.13741430826778,13.5243336249887,2.9878991596638653,-0.011476590636255014,275.0,93.0,166.0,73.0,151.0,73.0,172.0,52.0,65.0,62.0
88.52,12.46,20.0,3.0,117.0,9.0,33.33661050556879,13.827812552967318,0.8161344537815123,-0.27807923169267784,141.0,107.0,141.0,9.0,23.0,15.0,104.0,8.0,98.0,11.0
199.78,34.12,17.0,15.0,168.0,18.0,73.16837841581568,19.972621260115055,0.6036494597839142,-0.30761104441776843,336.0,158.0,266.0,44.0,234.0,23.0,217.0,31.0,218.0,32.0
212.78,34.78,64.0,11.0,264.0,38.0,74.35059919059161,22.72293114895171,2.3446338535414166,-0.753469387755104,372.0,171.0,249.0,32.0,159.0,37.0,160.0,14.0,256.0,37.0
190.76,49.98,63.0,13.0,243.0,76.0,49.84478307706836,24.38482314883584,-1.2602160864345737,0.5310444177671058,298.0,167.0,160.0,13.0,198.0,30.0,182.0,57.0,95.0,48.0
150.38,34.36,21.0,13.0,209.0,28.0,76.99165928852294,12.090922214620354,1.1333973589435775,-0.13291716686674754,285.0,102.0,227.0,26.0,164.0,36.0,23.0,13.0,201.0,43.0
97.58,10.84,11.0,2.0,120.0,6.0,53.572041215544516,7.2093272917797275,2.7907322929171676,-0.2822569027611049,190.0,52.0,77.0,15.0,25.0,17.0,149.0,12.0,164.0,7.0
277.18,32.7,88.0,13.0,196.0,30.0,79.03763407390178,18.371989549311206,-1.0297719087635062,-0.26088835534213806,387.0,143.0,374.0,17.0,350.0,33.0,286.0,48.0,243.0,35.0
184.1,43.12,26.0,22.0,320.0,42.0,75.44302485982385,18.81769380131369,4.100216086434575,-0.36321728691476723,320.0,147.0,111.0,32.0,246.0,66.0,175.0,31.0,229.0,24.0
276.96,31.7,142.0,6.0,173.0,23.0,78.05637962396155,16.7621597653763,-3.2297719087635075,0.0025450180072022575,389.0,96.0,313.0,28.0,142.0,47.0,330.0,24.0,238.0,47.0
92.92,18.94,0.0,0.0,221.0,19.0,90.65645922933456,24.84947484354549,3.938343337334934,-0.2817286914765917,248.0,170.0,4.0,4.0,4.0,4.0,52.0,19.0,187.0,25.0
183.08,30.86,16.0,13.0,213.0,18.0,117.55472597900949,21.583336164735975,-5.523841536614648,-0.5741656662665081,383.0,165.0,364.0,29.0,177.0,35.0,38.0,16.0,34.0,30.0
142.14,52.12,28.0,24.0,290.0,66.0,77.02545293602628,13.076146221268715,3.7541896758703492,0.08739495798319298,328.0,94.0,145.0,57.0,81.0,48.0,273.0,50.0,115.0,37.0
160.3,44.36,27.0,27.0,147.0,49.0,93.4841697829103,10.189720310194977,-1.0890276110444177,0.19851140456182415,357.0,78.0,97.0,46.0,49.0,39.0,176.0,57.0,205.0,54.0
207.96,42.0,37.0,26.0,83.0,46.0,77.68087538126743,9.622889378975527,-0.24950780312125084,-0.0034573829531816852,343.0,90.0,301.0,42.0,221.0,32.0,246.0,49.0,252.0,42.0
247.76,41.88,144.0,23.0,145.0,41.0,70.33649408379692,24.65249683095,-2.7661944777911205,-0.4297719087635077,360.0,197.0,280.0,33.0,345.0,40.0,248.0,32.0,164.0,34.0
80.2,8.1,0.0,0.0,1.0,1.0,66.98208715768719,10.494284158531249,-2.8948859543817536,-0.3906362545018015,192.0,68.0,126.0,6.0,171.0,5.0,99.0,5.0,1.0,1.0
81.82,24.18,9.0,8.0,59.0,20.0,62.65323295728642,11.411730806499076,-1.2029291716686674,0.006290516206482313,223.0,63.0,175.0,37.0,136.0,15.0,14.0,14.0,96.0,29.0
189.32,58.24,72.0,28.0,312.0,56.0,59.373542929490064,17.90481499485543,2.977767106842736,-0.4533973589435787,312.0,157.0,137.0,28.0,104.0,50.0,231.0,44.0,227.0,64.0
173.78,57.4,25.0,23.0,234.0,45.0,91.44840949956426,19.42678563221409,-2.742424969987996,-0.7291236494597851,339.0,161.0,172.0,67.0,319.0,58.0,83.0,44.0,25.0,23.0
171.68,43.64,30.0,24.0,175.0,33.0,59.786098718682084,17.765989980859498,1.9952941176470582,-0.31894357743097396,277.0,150.0,219.0,44.0,138.0,54.0,170.0,57.0,183.0,32.0
96.88,20.6,7.0,7.0,83.0,15.0,70.56504517110436,17.45164748669878,-2.2262665066026437,-0.5085234093637466,199.0,133.0,141.0,30.0,195.0,20.0,71.0,22.0,8.0,8.0
227.72,35.9,14.0,8.0,14.0,14.0,89.05998877161394,19.38581955966783,-5.305834333733494,-0.18741896758703652,366.0,154.0,269.0,28.0,274.0,37.0,270.0,31.0,142.0,43.0
212.9,76.06,147.0,50.0,279.0,61.0,37.11778549428831,20.05732783797482,2.2596398559423765,-0.5977911164465798,285.0,194.0,147.0,67.0,212.0,85.0,200.0,68.0,250.0,65.0
119.34,39.34,33.0,21.0,170.0,46.0,44.96292250288007,16.180988844937755,2.3394477791116444,-0.14785114045618367,173.0,138.0,41.0,32.0,130.0,36.0,144.0,50.0,157.0,33.0
96.2,40.94,34.0,26.0,149.0,51.0,31.394904045083493,7.880126902531454,0.12648259303721388,0.05094837935174043,156.0,64.0,124.0,39.0,120.0,53.0,112.0,48.0,71.0,38.0
172.06,19.6,6.0,6.0,12.0,7.0,100.99869504107467,12.111151885762144,-2.3404081632653075,-0.4423529411764714,313.0,72.0,296.0,20.0,261.0,16.0,202.0,14.0,156.0,34.0
162.52,49.9,31.0,30.0,58.0,47.0,87.57630729826417,14.325152704247172,0.8957503001200474,0.253109243697478,354.0,111.0,137.0,63.0,211.0,42.0,52.0,36.0,201.0,53.0
265.58,22.4,165.0,10.0,276.0,22.0,57.06455642515765,6.180614856144979,-2.4487394957983213,-0.13589435774309758,374.0,42.0,231.0,13.0,330.0,26.0,280.0,21.0,170.0,22.0
105.06,24.72,9.0,8.0,147.0,39.0,64.29569503473775,10.067849820095647,3.996206482593039,0.4756782713085232,187.0,48.0,20.0,18.0,119.0,24.0,150.0,26.0,183.0,48.0
28.16,12.84,0.0,0.0,7.0,7.0,31.293040759887816,22.70626345306511,-0.236446578631454,-0.3846338535414177,169.0,160.0,0.0,0.0,43.0,10.0,15.0,7.0,28.0,14.0
209.2,44.14,27.0,20.0,216.0,53.0,109.93761867531968,20.893070621619984,4.056854741896758,-0.4448019207683085,378.0,163.0,27.0,27.0,193.0,35.0,231.0,65.0,363.0,29.0
178.72,56.52,33.0,32.0,175.0,67.0,85.03835369996295,11.985391107510845,2.08998799519808,0.024489795918367065,317.0,106.0,296.0,55.0,43.0,42.0,174.0,70.0,266.0,56.0
156.46,44.18,19.0,19.0,185.0,23.0,93.98940578597143,23.433045043271694,-3.6703481392557045,-0.7683553421368555,351.0,183.0,271.0,32.0,61.0,39.0,66.0,52.0,45.0,34.0
194.36,57.28,103.0,33.0,227.0,59.0,57.46294806220787,18.413082305795516,1.7058343337334931,-0.4241056422569035,307.0,166.0,146.0,59.0,200.0,78.0,184.0,62.0,214.0,57.0
168.6,14.18,0.0,0.0,275.0,22.0,146.957272701966,10.136449082395668,9.48821128451381,0.09474189675870305,395.0,64.0,9.0,9.0,63.0,21.0,279.0,11.0,353.0,15.0
267.12,51.2,130.0,35.0,322.0,43.0,68.36070216140264,14.628738838327795,-0.32969987995198174,0.04533013205282042,364.0,132.0,273.0,54.0,238.0,41.0,180.0,63.0,285.0,39.0
340.76,11.28,143.0,3.0,143.0,13.0,81.66702149582781,9.779652345559121,-4.076926770708285,-0.04926770708283362,397.0,71.0,390.0,8.0,394.0,6.0,391.0,7.0,274.0,20.0
180.82,26.08,8.0,8.0,250.0,35.0,117.70092438039727,11.934554872302527,7.792124849939979,0.2463385354141654,373.0,74.0,32.0,23.0,150.0,20.0,265.0,37.0,328.0,23.0
124.36,53.64,40.0,31.0,262.0,49.0,57.541206104842814,20.72173737889755,1.4997358943577421,-0.39519807923169403,262.0,185.0,147.0,53.0,100.0,50.0,47.0,45.0,122.0,53.0
338.56,16.1,251.0,4.0,391.0,6.0,48.08041597157828,16.911830178901393,-0.4402400960384181,-0.3450180072028821,396.0,125.0,349.0,25.0,384.0,9.0,251.0,10.0,317.0,19.0
254.96,36.0,75.0,19.0,302.0,30.0,85.00187292054217,17.758378304338493,1.4357743097238889,-0.01690276110444267,377.0,130.0,174.0,24.0,229.0,31.0,361.0,32.0,176.0,61.0
170.84,54.68,38.0,36.0,93.0,45.0,62.90957319836147,13.818017223900105,-0.22866746698679613,0.013061224489794968,288.0,128.0,272.0,39.0,135.0,53.0,214.0,67.0,149.0,64.0
58.0,19.1,7.0,6.0,147.0,21.0,41.82869828239937,13.458454591816995,1.0281872749099636,-0.34252100840336236,147.0,102.0,82.0,23.0,7.0,7.0,11.0,10.0,104.0,10.0
213.96,41.52,138.0,21.0,245.0,30.0,61.49437697871245,8.929143295971903,-2.4042256902761143,-0.014309723889556184,373.0,68.0,265.0,30.0,159.0,43.0,159.0,43.0,148.0,40.0
184.18,56.6,73.0,30.0,141.0,66.0,81.94649229832844,11.17318217877074,3.880768307322931,0.015846338535413413,345.0,100.0,73.0,55.0,210.0,65.0,237.0,68.0,266.0,46.0
267.94,32.5,78.0,13.0,220.0,27.0,78.00959171794196,18.777912557044246,2.7791116446578625,-0.5490036014405776,383.0,145.0,281.0,25.0,251.0,29.0,376.0,21.0,295.0,30.0
228.66,62.26,105.0,41.0,133.0,47.0,56.036277535182506,10.858747625762373,-2.00840336134454,0.18626650660264052,351.0,84.0,198.0,61.0,218.0,60.0,127.0,60.0,229.0,58.0
126.0,12.14,14.0,2.0,279.0,4.0,75.0053331437172,8.192704071306371,3.896950780312126,-0.022617046818727927,286.0,49.0,112.0,7.0,101.0,8.0,31.0,14.0,217.0,11.0
142.64,49.36,35.0,22.0,65.0,32.0,59.38005052203981,20.799769229489062,-1.2984393757503034,-0.6886914765906373,258.0,170.0,197.0,41.0,207.0,40.0,122.0,66.0,159.0,44.0
232.62,38.18,22.0,14.0,67.0,39.0,127.48551133364136,23.90120499054388,-6.235534213685474,-0.1685954381752714,386.0,171.0,373.0,25.0,314.0,44.0,109.0,44.0,157.0,34.0
244.12,24.78,10.0,6.0,390.0,10.0,119.34632629452823,14.776048186169398,3.823673469387757,0.24168067226890733,394.0,61.0,240.0,23.0,333.0,19.0,359.0,20.0,168.0,30.0
119.44,36.94,19.0,17.0,145.0,41.0,65.88236789915797,20.42195876991235,-3.6985354141656677,-0.5821368547418986,252.0,161.0,130.0,39.0,174.0,35.0,78.0,22.0,36.0,28.0
94.38,47.84,20.0,18.0,149.0,47.0,55.99460331139064,19.612608189631484,2.5473709483793514,0.0677070828331322,212.0,158.0,20.0,18.0,46.0,36.0,153.0,66.0,118.0,51.0
223.82,52.56,34.0,26.0,299.0,38.0,96.27308865929254,13.238066324052014,-2.000144057623052,0.2734213685474189,373.0,79.0,285.0,60.0,106.0,55.0,227.0,51.0,85.0,65.0
230.14,14.94,43.0,1.0,98.0,11.0,133.03052431678978,14.536037974633942,-7.830924369747909,-0.032701080432173596,399.0,102.0,396.0,4.0,287.0,23.0,82.0,16.0,162.0,8.0
233.32,38.84,23.0,18.0,361.0,23.0,108.05654815882284,13.730782934705505,5.63591836734694,-0.24566626650660284,378.0,79.0,170.0,58.0,289.0,29.0,193.0,51.0,342.0,41.0
187.62,51.92,37.0,30.0,116.0,45.0,102.25554068117776,12.53449639993566,-3.401344537815131,-0.3202881152460993,349.0,106.0,83.0,61.0,246.0,58.0,275.0,54.0,37.0,37.0
