random-seed,%_workers,%_shirkers,window
93361.932151701,19.0,5.0,3.0
94199.88942933654,27.0,37.0,3.0
95990.35300829624,39.0,32.0,7.0
84734.27898312871,45.0,3.0,6.0
95297.65052159839,2.0,10.0,10.0
91440.6627274066,34.0,43.0,3.0
69243.01686507958,38.0,27.0,3.0
65397.994152309,14.0,14.0,7.0
22222.636588769412,25.0,25.0,3.0
39877.91609661126,16.0,46.0,6.0
56832.898497499606,44.0,41.0,6.0
18319.825475851227,7.0,5.0,10.0
65854.95851562054,39.0,42.0,9.0
29183.7552198955,8.0,29.0,2.0
30196.465977650343,4.0,8.0,9.0
69524.846948399,12.0,20.0,3.0
99828.00048329459,7.0,7.0,7.0
34904.728788984095,31.0,14.0,8.0
83854.18681312187,21.0,9.0,5.0
87226.46160482783,45.0,39.0,4.0
24576.7655033681,12.0,22.0,6.0
10690.504471714245,41.0,24.0,3.0
88790.24052041941,40.0,45.0,2.0
30558.717776720532,6.0,29.0,3.0
69454.04919525159,15.0,32.0,9.0
19757.355169475148,3.0,30.0,10.0
18756.416586666986,8.0,43.0,9.0
69458.03209892185,33.0,31.0,4.0
34620.31910163053,33.0,33.0,5.0
19367.726053803377,14.0,39.0,7.0
56991.43435433958,32.0,25.0,2.0
2064.6426596073297,34.0,45.0,7.0
72528.63375571735,41.0,6.0,4.0
59903.14841644341,39.0,5.0,8.0
84979.95914890514,13.0,25.0,3.0
68229.96114903496,17.0,13.0,3.0
30349.552468292448,22.0,40.0,6.0
42414.19499138293,11.0,10.0,7.0
95647.00563317597,13.0,5.0,2.0
24323.51602516275,27.0,26.0,4.0
51685.61799544632,13.0,3.0,10.0
26970.142055319495,37.0,16.0,6.0
79723.90317061947,18.0,5.0,8.0
58529.822922704174,19.0,36.0,7.0
15005.619891151782,44.0,22.0,2.0
27152.67470429237,16.0,8.0,5.0
31796.074410099936,24.0,28.0,10.0
99858.3433201948,45.0,34.0,8.0
10298.761852340502,46.0,12.0,9.0
76067.92097902927,9.0,26.0,6.0
34921.07491055057,34.0,43.0,7.0
16258.143789260186,8.0,32.0,3.0
73664.694880172,25.0,48.0,2.0
14226.067687987035,15.0,33.0,5.0
91976.78989844666,40.0,2.0,9.0
70388.98372829845,43.0,36.0,5.0
44054.89918657349,15.0,23.0,9.0
25855.410242151054,5.0,23.0,2.0
89349.67164461923,42.0,35.0,5.0
6848.326251399136,23.0,5.0,8.0
24034.200827463817,42.0,26.0,7.0
65146.976421978296,37.0,38.0,8.0
2589.986562385617,39.0,10.0,8.0
98735.76329231865,47.0,38.0,8.0
55962.516922208786,43.0,34.0,7.0
99766.35450992126,34.0,22.0,8.0
8506.04121356372,43.0,41.0,5.0
61829.41155270825,32.0,8.0,8.0
60086.86914803549,16.0,39.0,8.0
17981.603812141282,32.0,24.0,9.0
75316.56944182343,12.0,19.0,4.0
23017.727005257053,18.0,40.0,3.0
57326.96217472051,15.0,27.0,2.0
77420.78078037994,37.0,38.0,6.0
59505.327585916726,39.0,35.0,3.0
96046.77575023955,17.0,47.0,4.0
34427.44376385113,6.0,35.0,9.0
58410.103871399595,39.0,38.0,6.0
59470.45799697905,42.0,39.0,4.0
92765.63431795512,19.0,44.0,5.0
34379.71509013619,41.0,4.0,4.0
50435.372286664446,14.0,4.0,3.0
3316.591939393669,3.0,26.0,4.0
20113.556237670276,32.0,2.0,9.0
90447.22699859455,22.0,17.0,9.0
83773.25756635549,15.0,36.0,7.0
19772.36746417159,19.0,30.0,10.0
63227.74669470338,5.0,16.0,7.0
71288.76995957493,17.0,19.0,6.0
74730.42265775648,11.0,37.0,4.0
72910.00005449432,36.0,4.0,4.0
50587.971259943384,28.0,15.0,6.0
17945.290092739175,36.0,33.0,8.0
95232.01119286395,31.0,11.0,6.0
81367.12023737024,34.0,4.0,7.0
81060.31031762062,4.0,3.0,2.0
37117.60067512652,7.0,36.0,4.0
7315.921574332401,16.0,10.0,8.0
54770.69598200733,17.0,27.0,4.0
72075.16266939862,31.0,25.0,10.0
25175.25841893585,16.0,29.0,8.0
17993.6900504558,20.0,12.0,5.0
72247.16868261047,19.0,32.0,8.0
69365.92003155625,18.0,43.0,4.0
75134.54015324349,44.0,12.0,9.0
73607.41798556483,38.0,48.0,9.0
10964.06552421525,3.0,22.0,7.0
29172.883988413952,31.0,23.0,7.0
61795.084553340705,28.0,5.0,2.0
14249.024731850353,11.0,8.0,3.0
25139.631798307666,28.0,5.0,3.0
98176.3626587145,39.0,20.0,3.0
1904.3162050898875,35.0,32.0,3.0
75838.53065642058,28.0,30.0,5.0
85254.1455320522,40.0,48.0,5.0
23134.424785889605,4.0,39.0,9.0
44387.95301679382,41.0,47.0,7.0
70203.52119204862,14.0,27.0,5.0
32144.652162048442,22.0,25.0,8.0
29382.576900567667,46.0,26.0,3.0
72907.75833947721,32.0,47.0,8.0
65768.40131934342,41.0,26.0,2.0
65175.08498192713,47.0,4.0,3.0
31496.63044442303,2.0,6.0,5.0
98271.4636578467,18.0,11.0,3.0
85853.56933763907,20.0,24.0,4.0
88861.81102703113,24.0,11.0,6.0
14037.457981162806,29.0,40.0,8.0
38991.862528173406,20.0,39.0,9.0
67935.47583656962,31.0,17.0,8.0
51938.139054870335,24.0,43.0,5.0
64125.534259423155,13.0,29.0,5.0
85111.68065655987,12.0,44.0,3.0
46871.65599300893,41.0,9.0,3.0
20493.58817639014,13.0,39.0,4.0
63195.347809620376,3.0,37.0,9.0
90428.11433049678,7.0,38.0,6.0
6113.283776696338,26.0,45.0,4.0
38462.50992051772,39.0,44.0,6.0
82676.36324212655,12.0,43.0,6.0
93446.52663706776,24.0,36.0,6.0
70124.76359028059,4.0,19.0,4.0
99095.6870183536,3.0,26.0,3.0
47652.5585458765,24.0,13.0,3.0
13450.69126575747,13.0,3.0,3.0
70357.7352167431,12.0,15.0,6.0
68826.57705062651,44.0,44.0,8.0
42016.74432214061,29.0,30.0,6.0
39505.129473626985,11.0,29.0,5.0
20075.933927628015,6.0,37.0,9.0
40832.97827083749,27.0,14.0,3.0
50163.98674653371,35.0,4.0,9.0
94870.77687862956,10.0,34.0,6.0
9317.385213830315,10.0,16.0,3.0
49419.14267359845,40.0,18.0,9.0
94571.91008749018,22.0,16.0,5.0
8627.31583723598,37.0,7.0,6.0
40811.295845096065,31.0,15.0,4.0
87301.52981479827,21.0,6.0,2.0
52790.21914254509,13.0,22.0,8.0
96110.14685473508,24.0,24.0,7.0
70182.49023417979,24.0,27.0,9.0
88628.40052561052,17.0,27.0,3.0
4263.622653941674,33.0,9.0,7.0
31762.67578433211,25.0,9.0,3.0
88788.46728982624,34.0,30.0,3.0
23046.57528695008,31.0,11.0,7.0
1058.6510238183632,21.0,33.0,4.0
67844.58844237715,19.0,5.0,6.0
81139.99661225062,33.0,16.0,9.0
27665.019242810762,47.0,46.0,7.0
14189.517659755393,12.0,22.0,7.0
3418.7988996419854,32.0,2.0,6.0
98873.99320427616,7.0,4.0,5.0
57129.446023000826,7.0,13.0,6.0
81912.54302072567,22.0,44.0,8.0
74579.0780602942,12.0,23.0,4.0
4292.068488144737,39.0,7.0,9.0
6978.824761446734,29.0,5.0,4.0
64213.56990937846,10.0,11.0,3.0
83895.71694395124,13.0,33.0,9.0
77115.36235282173,36.0,27.0,10.0
53192.47475540543,18.0,31.0,4.0
41996.05875467194,22.0,15.0,7.0
65089.95499140741,33.0,19.0,2.0
89840.28669793223,26.0,25.0,9.0
25164.876953547053,13.0,21.0,7.0
22568.69656260297,45.0,5.0,4.0
2416.333814424326,11.0,38.0,10.0
16181.290325708515,31.0,32.0,7.0
11900.539476914219,9.0,44.0,3.0
9596.196158604229,27.0,14.0,9.0
59565.48136097311,27.0,22.0,5.0
87078.32679650509,42.0,36.0,7.0
74652.43718539753,42.0,33.0,6.0
48696.08125322051,23.0,37.0,4.0
76401.67591397233,14.0,15.0,9.0
89494.45781013544,13.0,10.0,9.0
35077.03813234363,14.0,43.0,9.0
52491.11452067738,7.0,28.0,2.0
10949.415498133212,4.0,14.0,5.0
97247.60256034437,37.0,11.0,4.0
16787.16177465147,9.0,19.0,3.0
30835.559743323567,20.0,13.0,7.0
34777.32978519914,9.0,22.0,2.0
45749.02189162341,23.0,44.0,3.0
87097.6086632706,41.0,3.0,7.0
49484.02049125205,45.0,9.0,8.0
19804.078509734234,46.0,38.0,2.0
53467.942641465794,26.0,24.0,2.0
13895.749755143388,27.0,32.0,4.0
34889.01400042676,23.0,28.0,7.0
10199.997117769359,37.0,40.0,7.0
54909.924922900645,10.0,43.0,6.0
52298.182459884556,39.0,38.0,8.0
41395.525986915585,30.0,32.0,4.0
98408.23715415223,3.0,29.0,9.0
48752.52310473721,43.0,43.0,4.0
10606.713409579203,30.0,42.0,8.0
78177.39942304442,11.0,44.0,9.0
13713.436330815493,20.0,18.0,8.0
13432.068317973817,9.0,19.0,4.0
94237.29238937692,18.0,22.0,9.0
98158.12458438778,28.0,44.0,8.0
14835.866080880518,3.0,26.0,5.0
82740.98111810237,7.0,33.0,3.0
39054.48216789333,26.0,47.0,3.0
75876.83670657458,11.0,37.0,7.0
91005.30827447622,20.0,14.0,5.0
89187.10155598051,9.0,11.0,9.0
38976.65246419559,42.0,11.0,7.0
64334.94912368951,18.0,15.0,4.0
35535.4824478452,16.0,14.0,9.0
84406.50193493594,26.0,27.0,5.0
1602.6315979562444,25.0,41.0,9.0
49755.82779401993,5.0,28.0,6.0
39629.61292645622,39.0,42.0,5.0
63324.30455023652,25.0,14.0,7.0
86394.34509034497,9.0,19.0,5.0
36297.18943821419,17.0,41.0,4.0
70024.34774756544,30.0,15.0,7.0
35220.140549453696,45.0,42.0,3.0
77550.83038774724,36.0,18.0,4.0
92711.09045250843,24.0,25.0,6.0
90564.55023046766,36.0,46.0,9.0
34851.98117197545,41.0,42.0,7.0
93177.93515198327,4.0,20.0,2.0
9511.159782808352,3.0,11.0,5.0
91909.7981504127,26.0,22.0,8.0
94513.43830941517,38.0,36.0,6.0
53996.821297823204,32.0,3.0,4.0
51083.72784862335,37.0,48.0,6.0
50471.55198468078,26.0,20.0,6.0
46235.883462710655,17.0,34.0,5.0
25146.068175301767,5.0,34.0,4.0
17447.08057481942,9.0,26.0,3.0
93232.66294258555,44.0,13.0,10.0
58909.2754818165,43.0,23.0,8.0
15905.897020991588,28.0,31.0,4.0
33194.38144106502,44.0,41.0,8.0
10745.42297098254,19.0,14.0,4.0
54056.51444936362,9.0,25.0,8.0
4689.9688213376885,20.0,34.0,3.0
1334.6681349052324,30.0,33.0,8.0
68331.52355531418,45.0,24.0,5.0
26977.007631926386,43.0,15.0,2.0
61026.243849338614,10.0,24.0,10.0
45857.01512436739,22.0,43.0,2.0
38502.73105672048,43.0,28.0,9.0
84513.9484038376,20.0,43.0,9.0
61069.59579254974,15.0,38.0,7.0
44245.93145054316,48.0,38.0,3.0
77244.24189864201,12.0,41.0,10.0
79552.36230117251,4.0,23.0,2.0
82901.60993944315,47.0,32.0,4.0
89390.86934931648,2.0,2.0,7.0
31944.926253108864,25.0,4.0,8.0
64207.64214562251,40.0,17.0,10.0
76129.50571536786,42.0,5.0,3.0
57399.246469480386,14.0,14.0,6.0
67577.56316222374,34.0,20.0,9.0
22331.65553387059,16.0,12.0,7.0
90698.63742187928,13.0,20.0,7.0
38789.424016426274,43.0,12.0,6.0
34062.55743038254,11.0,36.0,7.0
59587.05300183783,45.0,35.0,5.0
32524.84116727851,37.0,46.0,10.0
75932.9440128294,9.0,46.0,3.0
28310.48668646118,47.0,32.0,3.0
52805.83230243839,16.0,36.0,4.0
98232.2802606508,4.0,39.0,10.0
39983.57055087982,25.0,27.0,8.0
79892.15338281052,33.0,31.0,2.0
65105.043325284554,28.0,3.0,2.0
77792.0832640363,15.0,16.0,2.0
58623.44943792908,31.0,3.0,5.0
81711.44576100199,17.0,42.0,4.0
51248.18807198115,29.0,33.0,9.0
74347.11289364671,29.0,32.0,10.0
10259.744944138753,9.0,39.0,4.0
81974.03285155339,9.0,14.0,6.0
48330.29133387141,30.0,9.0,5.0
86661.52806262244,41.0,22.0,5.0
95837.66236275129,47.0,3.0,2.0
75004.56089877537,33.0,9.0,10.0
4622.394172828584,9.0,35.0,5.0
83249.92629884167,7.0,16.0,9.0
89619.50345608266,19.0,28.0,9.0
32937.64159830372,15.0,35.0,8.0
71309.51906325143,5.0,11.0,8.0
84201.58264053293,46.0,12.0,7.0
61809.21552597204,11.0,13.0,5.0
6973.80333668492,44.0,36.0,6.0
29643.815404995163,37.0,2.0,8.0
47635.94513466724,15.0,32.0,4.0
73070.15913321936,43.0,28.0,6.0
19869.310886950134,37.0,13.0,5.0
8640.768037175849,46.0,41.0,8.0
54692.772416977925,40.0,14.0,3.0
87432.07679673091,37.0,24.0,10.0
47618.036552145284,41.0,43.0,3.0
12245.045916061023,4.0,39.0,10.0
74994.49518873102,27.0,46.0,3.0
64705.59456398,17.0,33.0,6.0
94538.30940035277,27.0,21.0,7.0
31627.851969693544,41.0,31.0,10.0
50962.93594530889,7.0,21.0,4.0
41758.32303885831,18.0,16.0,3.0
38576.409923751096,23.0,34.0,5.0
7455.44074075329,15.0,42.0,10.0
99579.05716599009,31.0,34.0,6.0
80419.69626509068,38.0,14.0,4.0
80221.39436505978,38.0,20.0,5.0
29441.225919425437,25.0,42.0,4.0
63935.466131505294,29.0,8.0,3.0
97535.01915005193,33.0,31.0,6.0
41061.434983190295,18.0,5.0,9.0
84158.35997099812,23.0,24.0,4.0
24003.03992565629,36.0,46.0,4.0
95372.62301927431,18.0,21.0,6.0
12135.277718834213,47.0,26.0,8.0
16957.72772057181,16.0,6.0,8.0
72220.39550442257,35.0,32.0,4.0
91650.64033824023,2.0,9.0,4.0
47757.902525192214,27.0,3.0,8.0
7291.620390581331,25.0,14.0,7.0
2664.4573829188657,6.0,38.0,3.0
52054.430403672006,12.0,8.0,9.0
42552.920042805854,34.0,16.0,4.0
92518.94591007575,18.0,6.0,7.0
75977.62632721671,30.0,27.0,7.0
19186.508482490866,15.0,36.0,3.0
69557.00593665651,3.0,30.0,8.0
77706.84164110463,42.0,27.0,3.0
1853.6237975476813,47.0,42.0,5.0
12386.4874959895,17.0,26.0,2.0
85241.35648047196,42.0,30.0,5.0
46250.04560627278,9.0,8.0,8.0
53109.75352965798,42.0,25.0,8.0
431.67340789114604,43.0,19.0,2.0
23377.868291003793,24.0,22.0,8.0
12505.284281755772,15.0,5.0,8.0
9158.355467204887,17.0,29.0,2.0
11299.415563317629,3.0,34.0,6.0
29189.184750129327,23.0,26.0,7.0
33528.92153483008,5.0,18.0,7.0
19155.195322339943,42.0,19.0,2.0
67086.63830833872,37.0,25.0,8.0
21370.003318546773,47.0,39.0,9.0
65475.200935910245,43.0,30.0,2.0
33968.056439164306,47.0,5.0,5.0
27657.855523343223,42.0,32.0,6.0
64949.687919196236,42.0,33.0,5.0
63021.0909691116,34.0,4.0,9.0
87605.36222892738,46.0,6.0,3.0
28799.931595526934,29.0,32.0,7.0
23986.58285682891,4.0,15.0,9.0
76446.71142623515,33.0,10.0,8.0
71652.04493495006,43.0,19.0,7.0
2789.482246974285,48.0,24.0,2.0
68458.7450139541,11.0,47.0,8.0
55793.08785586618,23.0,17.0,8.0
62765.81284742987,15.0,45.0,5.0
95603.9409660833,12.0,46.0,3.0
41274.363176643965,47.0,7.0,3.0
91588.47699313222,3.0,33.0,6.0
60841.058260194404,5.0,24.0,6.0
38992.77625036466,27.0,37.0,9.0
38697.50125038476,37.0,27.0,5.0
53037.97585510025,28.0,15.0,5.0
37696.983199999646,11.0,5.0,6.0
83257.38142519868,34.0,46.0,3.0
52446.70170508828,10.0,9.0,6.0
80805.06646160319,17.0,12.0,4.0
39995.597212354594,44.0,15.0,2.0
62785.468699784156,41.0,42.0,4.0
86476.32486087157,39.0,32.0,4.0
59729.709848337756,26.0,42.0,8.0
21824.527230525935,18.0,16.0,6.0
8020.275517181899,35.0,5.0,8.0
21041.00566127952,25.0,22.0,3.0
87164.29520636989,27.0,24.0,7.0
28926.408276593538,23.0,21.0,3.0
27169.7073521115,23.0,40.0,7.0
97939.27538186575,33.0,43.0,8.0
3661.273291846008,35.0,45.0,7.0
99190.86201928531,21.0,21.0,2.0
11137.848576963508,34.0,13.0,2.0
22810.237792055465,11.0,10.0,7.0
9868.829642434783,24.0,45.0,10.0
76681.2250371614,39.0,30.0,3.0
3174.6428113247794,34.0,20.0,5.0
15338.419632027022,13.0,25.0,5.0
45677.0534570667,17.0,17.0,2.0
1065.2719178620725,2.0,12.0,8.0
41105.42483225477,45.0,6.0,8.0
82824.06610485463,14.0,19.0,9.0
17641.856590794563,18.0,15.0,6.0
36887.220878707034,43.0,21.0,3.0
41551.83051576133,4.0,43.0,7.0
46347.85011813648,16.0,10.0,6.0
51297.67015205069,27.0,5.0,6.0
31843.341695700714,2.0,16.0,7.0
3107.872854818435,23.0,35.0,2.0
50431.99547445884,32.0,43.0,5.0
39141.29580908418,41.0,47.0,5.0
23098.86734820071,42.0,16.0,4.0
72272.97237500927,15.0,34.0,7.0
250.05189408898337,24.0,29.0,9.0
18145.719124722847,6.0,10.0,5.0
70387.85878815611,26.0,31.0,5.0
17778.54691103793,21.0,35.0,5.0
8305.026619861805,32.0,47.0,6.0
52430.251085247866,48.0,19.0,3.0
63615.956137338384,18.0,29.0,7.0
99930.65683086024,5.0,40.0,4.0
18923.60373367723,47.0,4.0,4.0
12443.75647215353,37.0,31.0,7.0
87064.80869462868,12.0,17.0,3.0
99200.52531848833,13.0,36.0,5.0
40178.73837130728,3.0,23.0,5.0
62096.31815980072,34.0,46.0,6.0
60632.343285220704,43.0,33.0,3.0
95381.04366535526,25.0,6.0,6.0
44950.74889972955,10.0,44.0,10.0
52363.377296639825,30.0,45.0,2.0
61149.79482888688,11.0,44.0,6.0
73034.28483938369,47.0,15.0,3.0
42010.71489671928,18.0,33.0,8.0
12675.269819957368,47.0,4.0,6.0
57615.76528064172,41.0,23.0,6.0
21209.83699900767,35.0,5.0,5.0
94288.57013712241,24.0,5.0,8.0
16733.93038087115,6.0,12.0,7.0
69961.18375981253,18.0,21.0,5.0
77242.52803047148,30.0,2.0,9.0
81891.19072467048,23.0,38.0,4.0
58936.94502851092,2.0,39.0,9.0
70142.43816133623,32.0,24.0,7.0
95780.25182480818,31.0,24.0,9.0
74503.6880004199,45.0,4.0,9.0
94668.20405449996,46.0,3.0,8.0
89738.64735508093,15.0,6.0,7.0
81955.62114058119,34.0,3.0,9.0
67316.88928253998,15.0,25.0,5.0
29081.01756546092,27.0,24.0,5.0
72492.88067975656,29.0,5.0,6.0
35591.24513428314,27.0,15.0,5.0
91478.32474145779,44.0,34.0,7.0
49887.97083143029,44.0,43.0,6.0
74653.35064705048,24.0,39.0,8.0
10412.446376849603,39.0,38.0,4.0
31520.647430590067,35.0,36.0,3.0
72405.34115260377,41.0,42.0,8.0
89730.19201424668,27.0,12.0,9.0
55841.588857246476,18.0,23.0,7.0
11970.69216691215,43.0,19.0,8.0
80458.33659521394,32.0,29.0,9.0
85319.41604164371,13.0,34.0,9.0
27638.76037163315,36.0,5.0,4.0
46530.36584967397,22.0,13.0,5.0
80814.24004758052,30.0,11.0,3.0
18589.41575178505,18.0,20.0,6.0
85181.70774345248,6.0,39.0,10.0
63494.471864168096,30.0,9.0,9.0
45758.97155977343,18.0,15.0,3.0
94005.72415186858,9.0,29.0,5.0
42945.2386207812,35.0,12.0,4.0
1981.3474195691424,25.0,35.0,4.0
71810.80318949347,31.0,5.0,4.0
34044.034359936195,28.0,42.0,6.0
19350.16209519375,16.0,28.0,7.0
72029.3057159297,6.0,41.0,8.0
74978.82605041534,34.0,36.0,2.0
25862.542462449364,12.0,23.0,4.0
56633.50820932968,15.0,31.0,9.0
37305.739889632365,32.0,22.0,8.0
56176.65858965499,15.0,31.0,2.0
39987.97623091861,24.0,42.0,5.0
3905.955182264893,20.0,6.0,9.0
22717.610595532176,44.0,37.0,10.0
18583.44238965884,30.0,13.0,7.0
19765.639590639366,24.0,11.0,9.0
41617.40756536024,7.0,14.0,10.0
58449.86509358637,28.0,42.0,6.0
6703.037999341609,46.0,18.0,6.0
24735.48295513281,5.0,31.0,8.0
54564.02726286996,28.0,36.0,4.0
42164.93175859802,14.0,42.0,2.0
35132.95692811808,36.0,31.0,6.0
62219.49081724247,16.0,33.0,5.0
84728.20862275636,46.0,11.0,5.0
31712.52328128924,37.0,12.0,4.0
11582.936886091307,30.0,10.0,4.0
89030.48237386826,2.0,45.0,2.0
78296.91833416306,3.0,39.0,4.0
10770.988930760072,23.0,13.0,3.0
11834.390334696112,23.0,38.0,7.0
29163.723421203467,23.0,7.0,6.0
40682.27769035747,45.0,23.0,7.0
87218.02211211242,26.0,5.0,9.0
71165.21137842344,9.0,23.0,7.0
12442.099791965647,31.0,27.0,7.0
71926.18943992406,31.0,39.0,5.0
46633.36270549225,44.0,15.0,8.0
59348.627185894555,21.0,3.0,5.0
70944.76749623689,34.0,2.0,5.0
30196.013853093504,20.0,39.0,8.0
51460.61358755084,37.0,34.0,5.0
91604.95530318232,10.0,39.0,8.0
86516.37797353209,15.0,20.0,3.0
45601.86675467142,25.0,8.0,3.0
20744.064138124584,8.0,24.0,4.0
5504.758091017169,5.0,20.0,5.0
18778.51536943451,24.0,28.0,9.0
8122.128681196623,37.0,11.0,9.0
911.1389840085712,17.0,25.0,2.0
10033.968497527592,31.0,27.0,9.0
30066.529179015954,16.0,8.0,6.0
5214.023860558436,16.0,48.0,9.0
3563.7322688144477,19.0,9.0,4.0
11418.932029825855,43.0,21.0,7.0
89768.23063700362,34.0,20.0,6.0
50566.408533264555,40.0,28.0,10.0
71833.769026887,7.0,23.0,6.0
37969.38661397746,14.0,20.0,6.0
54248.11964317014,5.0,36.0,10.0
60664.147450025106,3.0,19.0,5.0
74819.8621908375,13.0,46.0,5.0
69861.97043493933,7.0,16.0,3.0
99551.4971899284,30.0,24.0,3.0
48174.38253809814,33.0,26.0,3.0
79385.35606634339,28.0,31.0,3.0
27010.233870200427,15.0,27.0,9.0
13087.34860600291,16.0,5.0,7.0
21735.751543711485,32.0,46.0,5.0
50392.663742952114,31.0,36.0,6.0
73906.22683313032,42.0,35.0,6.0
82471.91509722041,5.0,44.0,3.0
17611.762964915022,22.0,31.0,7.0
61744.607236646,4.0,21.0,3.0
99457.45335601507,11.0,42.0,8.0
36686.43920308369,24.0,35.0,8.0
41134.594330807806,39.0,34.0,9.0
38297.15190090338,28.0,45.0,4.0
25679.38819166436,42.0,24.0,5.0
12308.577152927031,14.0,40.0,9.0
64898.27169215936,15.0,35.0,6.0
49014.87438432311,20.0,44.0,4.0
77738.89420873226,11.0,19.0,3.0
53935.04985731584,24.0,46.0,3.0
40202.635209519955,9.0,12.0,4.0
6232.875373130602,9.0,37.0,8.0
79458.10278390738,42.0,13.0,9.0
85971.93039240042,16.0,7.0,3.0
35710.030258546096,11.0,43.0,7.0
33766.84253382062,21.0,11.0,9.0
99160.52765087006,20.0,22.0,5.0
4374.562814975144,44.0,40.0,9.0
5888.792029811919,21.0,12.0,8.0
7331.648687028736,39.0,17.0,5.0
52798.35587025645,10.0,34.0,3.0
68342.66340006792,17.0,29.0,8.0
65565.4768254292,11.0,36.0,2.0
9457.291612004003,12.0,36.0,7.0
80704.17088025223,16.0,36.0,7.0
75555.10458579965,40.0,8.0,5.0
51394.84334327123,6.0,44.0,2.0
18631.350985733265,25.0,39.0,4.0
64858.29252471996,16.0,10.0,5.0
26614.14298688058,27.0,20.0,5.0
54390.04685407521,13.0,36.0,3.0
15114.604384819548,31.0,25.0,4.0
79375.81557733852,42.0,32.0,3.0
5214.964482999587,44.0,11.0,4.0
36805.048418114995,23.0,42.0,7.0
91626.37885799025,45.0,33.0,6.0
72655.85962699344,38.0,47.0,10.0
87767.77045532613,32.0,14.0,7.0
55751.673131849195,34.0,6.0,7.0
31236.920245064473,26.0,41.0,6.0
13697.52311991319,37.0,20.0,7.0
71838.57110929364,14.0,26.0,10.0
36227.09198899375,46.0,10.0,8.0
97788.77640260101,19.0,41.0,10.0
63961.57126116268,42.0,40.0,7.0
50733.43595773735,35.0,3.0,8.0
84897.34702815875,3.0,47.0,8.0
62499.684054831545,21.0,24.0,4.0
27440.5261801936,40.0,5.0,10.0
5310.707033516669,16.0,9.0,5.0
36542.29848377756,38.0,23.0,9.0
21382.793264049305,34.0,18.0,4.0
97848.78004558942,40.0,32.0,5.0
55196.375490718565,6.0,35.0,7.0
71432.62721184679,17.0,17.0,5.0
7870.8159615725335,45.0,45.0,8.0
52296.19064315553,11.0,15.0,8.0
20193.000270178705,23.0,5.0,2.0
1482.192642799774,45.0,27.0,6.0
98891.15543983762,31.0,47.0,3.0
85059.18544728284,13.0,8.0,8.0
75693.31462424908,28.0,21.0,7.0
5027.287800249828,20.0,32.0,8.0
50007.04288423542,36.0,11.0,9.0
53794.35893241015,37.0,17.0,6.0
41488.596327771134,41.0,29.0,5.0
30111.21276790218,19.0,35.0,10.0
36798.36574130692,46.0,14.0,9.0
7335.2272268799115,29.0,35.0,9.0
43612.043333322035,17.0,43.0,2.0
51448.153239723695,3.0,36.0,6.0
66797.74238737044,30.0,18.0,9.0
52223.84343230113,46.0,33.0,9.0
60917.18943745069,23.0,12.0,3.0
42903.17442408337,42.0,3.0,10.0
13711.346246764475,42.0,29.0,5.0
62301.17809439504,43.0,12.0,6.0
15076.921013360306,30.0,39.0,5.0
72375.78235280146,20.0,28.0,8.0
79677.96271457394,32.0,42.0,4.0
52681.34091046678,6.0,14.0,7.0
35182.25820901963,37.0,17.0,3.0
10555.48319368908,37.0,16.0,7.0
78387.1072792003,37.0,13.0,10.0
60820.18632119381,45.0,40.0,8.0
71053.75109982624,9.0,4.0,5.0
79011.91884297981,24.0,33.0,4.0
99017.98338574091,41.0,44.0,10.0
90826.8550596795,41.0,30.0,3.0
19489.361231136718,5.0,45.0,4.0
52961.84060368496,11.0,14.0,9.0
73609.90057202724,8.0,28.0,7.0
58048.68988924784,22.0,39.0,2.0
30685.489902330635,14.0,20.0,3.0
57989.59045228351,10.0,30.0,2.0
97146.15233354633,15.0,7.0,3.0
33627.71942329084,45.0,18.0,9.0
15957.999916809777,25.0,35.0,3.0
70470.72569309192,25.0,31.0,4.0
22948.501779873826,25.0,23.0,9.0
47800.199772774555,8.0,8.0,9.0
11524.680767234357,12.0,9.0,10.0
15215.75229334482,40.0,41.0,8.0
94245.27234080368,32.0,47.0,3.0
48310.459710676,23.0,13.0,3.0
3348.3747951515165,46.0,19.0,4.0
73483.77087579634,40.0,21.0,3.0
72635.89547539793,26.0,28.0,5.0
87085.93069683207,35.0,16.0,4.0
12280.564312737788,47.0,7.0,6.0
32414.109743523717,24.0,31.0,2.0
59247.60984597326,25.0,36.0,8.0
31431.315848827697,6.0,19.0,9.0
20115.18181981567,8.0,37.0,5.0
49510.66409217946,17.0,26.0,8.0
50396.51208126182,5.0,16.0,5.0
43731.18546588995,38.0,40.0,9.0
25821.214385861444,7.0,7.0,3.0
9165.364827477073,25.0,9.0,9.0
71505.0235245561,45.0,8.0,6.0
43001.62797220545,4.0,34.0,5.0
64627.40059194566,10.0,27.0,7.0
95896.43807148497,39.0,38.0,4.0
74519.41567326785,43.0,19.0,2.0
31877.21490657194,15.0,5.0,3.0
99198.69683757189,4.0,15.0,7.0
19880.708020856142,7.0,4.0,8.0
46156.04871256125,11.0,8.0,7.0
80391.74113531383,30.0,27.0,10.0
12507.179921316201,28.0,34.0,8.0
11354.916785604511,41.0,47.0,6.0
89819.45979583765,3.0,9.0,3.0
58212.05878173056,33.0,10.0,7.0
28525.01112548023,6.0,17.0,2.0
76018.1324066843,37.0,26.0,2.0
95169.0075860489,6.0,3.0,5.0
73626.83532482138,22.0,2.0,5.0
