random-seed,density,%-similar-wanted,radiusNeighborhood
41586.72921308859,53.0,54.0,3.0
25653.94660100592,53.0,59.0,3.0
58520.01754259326,65.0,57.0,2.0
49404.36620799973,75.0,73.0,5.0
50852.89552422814,58.0,58.0,2.0
83973.93008265694,54.0,73.0,4.0
17628.874633283176,88.0,71.0,3.0
90576.64958912354,50.0,75.0,3.0
76506.40974762097,66.0,48.0,1.0
94308.61674549832,86.0,48.0,2.0
94532.46340884354,84.0,54.0,5.0
26297.548168741825,57.0,70.0,3.0
42601.61350355884,80.0,43.0,5.0
37642.86253523018,89.0,40.0,4.0
97589.31967838523,57.0,70.0,3.0
23495.553369046258,80.0,52.0,5.0
35509.874364650444,80.0,25.0,4.0
89642.63394993539,79.0,43.0,3.0
98086.90899703826,52.0,55.0,3.0
59985.93494802501,52.0,55.0,4.0
47310.24397160976,59.0,49.0,4.0
62901.89052940493,67.0,58.0,4.0
4415.627155987896,52.0,71.0,4.0
73199.76500280463,62.0,40.0,3.0
66889.68344310037,87.0,35.0,3.0
41312.96217894747,59.0,42.0,5.0
68933.87407340371,80.0,41.0,4.0
12594.017469205244,77.0,68.0,5.0
60609.29992822574,98.0,73.0,4.0
24382.476604523898,88.0,44.0,3.0
22576.94394853325,73.0,45.0,4.0
30998.06024502785,93.0,63.0,4.0
42581.85968823677,95.0,35.0,3.0
58940.37553240041,66.0,69.0,4.0
78354.56449985092,65.0,74.0,3.0
32249.127385057465,93.0,41.0,3.0
52827.83623903481,74.0,31.0,3.0
93605.0030729503,80.0,28.0,2.0
11205.948346214733,54.0,71.0,1.0
13881.418181231227,54.0,61.0,4.0
31643.431339914325,97.0,45.0,4.0
90583.18560485508,73.0,44.0,2.0
39120.06193134099,77.0,58.0,4.0
88112.7326716844,76.0,51.0,4.0
86277.82929010261,83.0,72.0,5.0
67795.20169360455,85.0,53.0,2.0
52591.107453549776,66.0,61.0,2.0
64423.55513362219,79.0,59.0,4.0
21784.253014347927,88.0,63.0,5.0
532.7767146246806,78.0,41.0,2.0
36829.089145634505,79.0,55.0,4.0
18929.075801374736,70.0,62.0,4.0
56188.25624055096,99.0,56.0,4.0
90516.97097866528,85.0,38.0,3.0
27828.068662633,86.0,60.0,4.0
42197.50497078266,62.0,46.0,2.0
8746.094396760245,61.0,39.0,2.0
24764.173407574643,76.0,75.0,1.0
70231.90976425743,69.0,34.0,2.0
7113.840138705023,75.0,45.0,2.0
65508.05399891237,62.0,52.0,3.0
43874.994471530605,59.0,29.0,4.0
8826.99590764272,92.0,64.0,3.0
93045.36712080613,66.0,40.0,2.0
69215.7020081946,90.0,55.0,4.0
82007.22599859793,75.0,38.0,4.0
16961.74205973591,70.0,73.0,2.0
54775.53278025122,85.0,42.0,2.0
14912.024621076658,74.0,54.0,4.0
66998.55246866075,78.0,29.0,1.0
19538.63020152638,55.0,46.0,4.0
87160.62607045718,66.0,27.0,5.0
67764.27682636326,58.0,63.0,3.0
51993.988872144,65.0,73.0,3.0
45981.48443913551,60.0,25.0,5.0
15185.326169182015,52.0,69.0,1.0
46691.115670576175,97.0,64.0,2.0
92282.24757780101,74.0,65.0,4.0
65424.741294955085,73.0,52.0,3.0
26230.890401080997,80.0,25.0,3.0
16349.730350825203,85.0,41.0,2.0
62094.172100095966,62.0,27.0,3.0
16161.400740060248,67.0,30.0,3.0
22882.19389283278,98.0,44.0,5.0
13824.34551900763,94.0,54.0,2.0
92207.95363585312,69.0,46.0,2.0
1590.3088035037592,85.0,48.0,4.0
82671.48290112996,90.0,29.0,3.0
25453.46130613577,77.0,45.0,3.0
54907.041951258165,96.0,67.0,3.0
43145.77439199121,77.0,47.0,5.0
53214.74365712351,59.0,35.0,4.0
54603.593842491246,59.0,28.0,2.0
31609.474314794847,80.0,54.0,4.0
29747.54052943814,79.0,50.0,4.0
68502.4365303264,58.0,73.0,1.0
99102.43485962012,59.0,26.0,5.0
48084.72729798345,75.0,62.0,2.0
41889.83488308228,82.0,37.0,4.0
54374.20070110791,65.0,38.0,2.0
92689.94202066539,76.0,63.0,1.0
47397.10650827063,97.0,25.0,3.0
29145.706856350884,89.0,54.0,2.0
83485.0936451673,68.0,63.0,1.0
11024.978807623911,89.0,43.0,2.0
85205.62462536378,95.0,39.0,3.0
60444.04274515201,77.0,40.0,2.0
51183.90174927559,71.0,60.0,2.0
22933.380331188524,78.0,46.0,3.0
97108.3571570267,60.0,60.0,5.0
72659.29437652566,90.0,35.0,5.0
79187.95956160343,95.0,28.0,4.0
61563.509696329456,73.0,54.0,2.0
77159.59015683875,56.0,71.0,5.0
40498.98293140727,88.0,58.0,4.0
37813.92207144017,98.0,69.0,2.0
51390.91698744309,86.0,63.0,5.0
69661.64348058126,60.0,60.0,2.0
68338.27971542049,64.0,50.0,3.0
98252.8549371971,76.0,50.0,2.0
13159.784828631085,64.0,57.0,2.0
38771.170118106944,52.0,52.0,4.0
21193.816587434947,68.0,64.0,2.0
96213.10295621023,57.0,27.0,1.0
36698.295387925,71.0,36.0,1.0
77351.86100916576,78.0,28.0,3.0
73728.17844598398,57.0,29.0,5.0
12432.013727769856,69.0,58.0,2.0
59070.634037088894,70.0,32.0,2.0
993.3975912159854,73.0,46.0,5.0
98115.56756755272,69.0,66.0,3.0
58100.57806703573,62.0,62.0,3.0
31090.184657001395,95.0,48.0,2.0
71086.83965284213,69.0,54.0,2.0
98886.20476574686,86.0,46.0,3.0
797.7858824590329,73.0,32.0,5.0
11411.145803560508,70.0,68.0,3.0
16395.98024801132,63.0,39.0,2.0
1028.7175814704626,70.0,68.0,2.0
43740.69088190261,98.0,75.0,2.0
53234.664743497924,52.0,31.0,4.0
44210.22771542594,67.0,35.0,2.0
36022.299612069975,57.0,64.0,5.0
71609.43453245393,94.0,31.0,4.0
10723.018014742867,70.0,44.0,1.0
12220.713462904157,67.0,70.0,1.0
85141.52855710061,58.0,64.0,3.0
74132.9841224821,80.0,34.0,5.0
71051.91042067895,80.0,26.0,2.0
19406.79660140896,83.0,47.0,2.0
51693.134337231015,60.0,33.0,1.0
18998.47469448442,81.0,66.0,2.0
2590.4389865592134,65.0,36.0,4.0
28139.77420095032,51.0,33.0,1.0
641.7153469993353,90.0,42.0,4.0
28898.70365671905,89.0,41.0,2.0
32133.22921335805,79.0,29.0,3.0
21733.25551379559,89.0,28.0,5.0
28928.255652392618,92.0,30.0,1.0
98810.44569778991,60.0,36.0,4.0
65179.707896572734,55.0,34.0,5.0
31843.174410289077,69.0,73.0,2.0
90652.52495937927,61.0,58.0,1.0
66655.7035067893,93.0,69.0,3.0
81249.07236188021,56.0,72.0,3.0
65495.98900844854,83.0,74.0,1.0
72069.89624516247,67.0,65.0,3.0
7456.389797671144,96.0,67.0,2.0
84074.98655568986,97.0,50.0,1.0
94937.39593509614,87.0,34.0,5.0
34291.906803865306,89.0,38.0,3.0
9039.135746893035,56.0,64.0,5.0
99730.51797213341,91.0,26.0,2.0
29332.18548954328,64.0,53.0,3.0
29889.299818377767,64.0,46.0,2.0
30097.84659540623,65.0,59.0,5.0
89168.79705836596,69.0,45.0,3.0
64636.51434232515,54.0,59.0,5.0
14744.740077233084,90.0,48.0,3.0
34358.71905566228,85.0,31.0,1.0
53786.23797191643,69.0,73.0,2.0
44197.072609848,70.0,55.0,5.0
88501.79584032713,85.0,35.0,4.0
27041.82589590759,57.0,69.0,1.0
20539.65541299034,64.0,41.0,1.0
52246.23824276775,97.0,49.0,4.0
3889.880518519998,72.0,28.0,4.0
45679.457999235325,55.0,75.0,4.0
61515.210375257346,79.0,70.0,3.0
16107.242444360445,62.0,45.0,4.0
65940.23528797754,84.0,53.0,1.0
76537.52532195646,78.0,60.0,2.0
97915.74230549482,84.0,61.0,3.0
25764.575794650933,88.0,62.0,4.0
63324.747603251,86.0,74.0,1.0
21496.18437408883,73.0,40.0,3.0
55006.597934097415,86.0,30.0,3.0
9620.02932776944,95.0,56.0,4.0
77498.24508794206,92.0,30.0,2.0
23333.179877119288,51.0,43.0,3.0
466.2180458459616,53.0,62.0,1.0
63813.02129532543,68.0,59.0,3.0
15775.38467719889,60.0,61.0,2.0
57323.231563402514,85.0,64.0,2.0
86377.02075122393,84.0,66.0,4.0
49197.648434476585,87.0,51.0,3.0
76581.09205309169,88.0,62.0,2.0
98893.37147489218,92.0,71.0,3.0
8646.25687507252,62.0,45.0,3.0
81610.00693974581,64.0,61.0,3.0
72649.5278206148,74.0,31.0,4.0
38384.00501468151,67.0,70.0,5.0
15792.49779230695,63.0,53.0,4.0
17080.039755988255,91.0,42.0,3.0
77670.102629931,91.0,70.0,2.0
81292.61721946552,80.0,26.0,3.0
44730.89387016463,51.0,69.0,2.0
74101.39296737967,89.0,30.0,1.0
88159.26549231978,68.0,52.0,1.0
94160.2253460782,90.0,39.0,3.0
98200.97635081805,90.0,45.0,3.0
7446.401802558864,88.0,54.0,2.0
40577.40978583354,90.0,53.0,1.0
79569.13055695774,73.0,29.0,2.0
77243.02925020157,87.0,57.0,5.0
30991.839366724485,98.0,74.0,2.0
92577.26319412973,50.0,74.0,2.0
97586.7127467013,91.0,55.0,5.0
33777.421173101866,54.0,41.0,4.0
82342.32044129648,73.0,35.0,3.0
73624.0883782837,53.0,27.0,4.0
92987.7767862455,79.0,44.0,4.0
3840.587885905241,56.0,54.0,2.0
23952.799778673383,93.0,44.0,1.0
30872.140804391285,62.0,32.0,2.0
65381.18910030033,86.0,54.0,5.0
35796.21269915888,66.0,33.0,3.0
46254.59675765921,97.0,53.0,5.0
54209.78634185016,59.0,46.0,3.0
94512.68767367424,96.0,61.0,4.0
81947.4015610794,62.0,71.0,4.0
17489.124070333302,54.0,53.0,2.0
29950.623175344226,68.0,35.0,4.0
68484.50905228982,91.0,63.0,3.0
56018.75415336221,99.0,45.0,3.0
56168.218775693116,83.0,66.0,4.0
46934.17181406907,85.0,56.0,2.0
43451.07057213498,64.0,36.0,5.0
16580.37143889999,67.0,29.0,4.0
34996.34221026001,56.0,43.0,2.0
36840.775758369644,72.0,67.0,5.0
43271.56709941726,71.0,32.0,3.0
24269.465916941983,95.0,74.0,5.0
73271.70924226113,81.0,49.0,3.0
44261.006637705155,87.0,51.0,4.0
27568.755148656197,87.0,29.0,5.0
58466.15118112508,65.0,25.0,2.0
90190.2278423813,94.0,41.0,1.0
30705.925743056952,64.0,47.0,3.0
47520.36677888978,72.0,64.0,4.0
31708.16989144978,65.0,43.0,5.0
87492.35334959361,77.0,61.0,5.0
29190.70782677294,68.0,70.0,1.0
74813.34742245247,76.0,59.0,1.0
79443.8942935338,87.0,68.0,2.0
39785.63971750651,51.0,70.0,3.0
42344.24478307016,76.0,27.0,2.0
83883.01709894292,91.0,32.0,2.0
46103.38403450454,53.0,74.0,1.0
50495.01560488355,90.0,30.0,1.0
80391.023112977,66.0,71.0,5.0
21793.30068333903,70.0,37.0,3.0
11679.276324923358,62.0,62.0,2.0
82070.82641866327,61.0,27.0,1.0
82849.30294714439,96.0,50.0,2.0
81167.47899784289,61.0,33.0,2.0
76937.7092877098,85.0,28.0,5.0
73763.19883286541,79.0,33.0,4.0
59861.820303358705,55.0,57.0,4.0
79753.70071814262,59.0,57.0,5.0
49277.17459639525,57.0,67.0,3.0
23974.462963703907,86.0,45.0,1.0
869.1103572456483,80.0,64.0,4.0
44709.06612129681,55.0,65.0,3.0
69362.40001257359,90.0,28.0,3.0
63124.68639582154,75.0,27.0,3.0
43935.36805739609,78.0,45.0,2.0
22364.74205580773,52.0,51.0,1.0
39151.488928794635,80.0,49.0,4.0
62761.25264380425,59.0,56.0,1.0
39160.50182203903,91.0,70.0,4.0
22909.03461332607,78.0,43.0,4.0
63866.59858893869,83.0,41.0,3.0
95695.74137788532,74.0,53.0,4.0
55420.92089404531,54.0,61.0,2.0
92136.47855160564,88.0,42.0,4.0
36064.67887884849,81.0,72.0,2.0
90458.08072196611,62.0,50.0,3.0
48403.675178479585,64.0,33.0,3.0
94217.30892386613,90.0,30.0,3.0
79410.88491707403,95.0,62.0,4.0
96702.19993954443,95.0,74.0,4.0
48734.520794668584,73.0,45.0,5.0
13733.944225738584,54.0,49.0,2.0
842.8192885722722,56.0,60.0,5.0
41524.90621871865,57.0,30.0,3.0
5036.470382091665,80.0,74.0,5.0
2060.4149028583965,66.0,34.0,3.0
30373.118278840244,90.0,51.0,1.0
35897.54992297595,70.0,69.0,2.0
14038.50707412475,95.0,46.0,5.0
75615.91270780617,73.0,58.0,2.0
16278.902204183038,87.0,60.0,2.0
34070.1407187865,62.0,56.0,5.0
38033.89654162298,65.0,26.0,1.0
74011.16443054737,88.0,56.0,2.0
42730.05623259865,68.0,73.0,3.0
15633.150026758236,77.0,43.0,4.0
96740.26943886818,72.0,39.0,2.0
87044.25842115794,76.0,66.0,4.0
36555.90098966256,66.0,73.0,4.0
64445.1735754179,61.0,61.0,3.0
2758.745957282621,73.0,37.0,2.0
65120.106243607945,54.0,59.0,3.0
93721.44398351641,73.0,41.0,3.0
7937.164615160079,84.0,29.0,1.0
47554.939531836884,59.0,70.0,5.0
43785.79705300316,81.0,62.0,2.0
82577.9504057307,84.0,56.0,5.0
70690.1944348104,51.0,45.0,1.0
2642.6913858006305,89.0,38.0,2.0
50220.65995868183,51.0,67.0,3.0
42562.718864667455,77.0,41.0,4.0
21619.68995413457,69.0,48.0,4.0
1954.8100973973367,85.0,72.0,2.0
3287.670805909838,79.0,66.0,5.0
20617.83776249429,91.0,73.0,4.0
6587.004346368234,62.0,68.0,3.0
78630.54562198702,61.0,27.0,4.0
99289.12813554009,53.0,65.0,2.0
27668.005533283587,76.0,31.0,3.0
61122.24933923665,84.0,39.0,3.0
1656.3290274643775,58.0,71.0,3.0
44869.64015237515,70.0,72.0,2.0
89779.43284316627,90.0,44.0,3.0
87881.58379711094,75.0,36.0,4.0
33076.165192461536,97.0,45.0,1.0
72837.39285614295,73.0,37.0,3.0
52070.48480421117,96.0,56.0,5.0
73253.46935981399,67.0,68.0,3.0
65743.91498758481,86.0,31.0,4.0
60025.681434988575,84.0,26.0,5.0
41467.34203948402,84.0,52.0,3.0
35849.04563775815,72.0,39.0,5.0
33515.92599294555,68.0,42.0,5.0
23408.614374487515,58.0,68.0,2.0
98739.137674993,74.0,33.0,3.0
90866.2290994755,85.0,67.0,4.0
79178.07086560968,73.0,45.0,3.0
12990.710166702225,75.0,33.0,1.0
57718.73483883198,57.0,62.0,3.0
40695.808612208486,55.0,34.0,3.0
96488.1976173379,51.0,37.0,3.0
65904.9342198814,79.0,35.0,5.0
83989.85546734252,58.0,48.0,1.0
52683.155486028074,82.0,55.0,4.0
7989.214194874472,72.0,75.0,1.0
12176.80438508051,72.0,42.0,5.0
64595.65996184675,63.0,61.0,5.0
91355.99583505052,97.0,58.0,5.0
74064.94889740487,91.0,34.0,2.0
65928.27920046581,84.0,31.0,3.0
78676.10498015664,81.0,74.0,3.0
357.84022801784346,72.0,66.0,4.0
23764.8125195742,89.0,27.0,4.0
29900.232095893713,80.0,59.0,4.0
28908.157413529247,96.0,63.0,4.0
98663.07599928987,90.0,42.0,2.0
60929.84210373332,85.0,39.0,1.0
16885.622824860573,88.0,36.0,4.0
29986.3165231006,85.0,70.0,4.0
74708.47288083634,74.0,71.0,3.0
70678.01638930674,84.0,33.0,4.0
87314.42271110241,67.0,40.0,3.0
87229.28393148052,66.0,41.0,4.0
96728.6839249028,65.0,32.0,4.0
77724.44827847267,75.0,51.0,2.0
33215.3916300806,88.0,61.0,4.0
64144.85384273568,80.0,30.0,4.0
52671.914136732914,97.0,69.0,3.0
39885.31790155832,54.0,34.0,3.0
70061.06501500483,76.0,37.0,3.0
24543.19411801157,77.0,46.0,3.0
7041.886678853809,79.0,35.0,4.0
50499.576790154555,86.0,74.0,2.0
28257.8448988623,81.0,35.0,2.0
11901.738480018123,58.0,51.0,3.0
46529.749444635585,92.0,35.0,4.0
26874.061872448663,60.0,25.0,4.0
99450.54376571401,67.0,36.0,3.0
23711.020106473414,83.0,43.0,1.0
71944.92576239242,93.0,55.0,5.0
24960.809001703168,74.0,69.0,2.0
17944.586923827126,99.0,41.0,4.0
23299.9286617052,73.0,70.0,5.0
70518.96946559205,80.0,58.0,4.0
52851.84828414818,89.0,49.0,4.0
80954.76281873106,70.0,26.0,4.0
72846.14439799756,94.0,54.0,4.0
29830.638246220213,66.0,25.0,5.0
63407.76690001598,62.0,28.0,4.0
73853.27533581859,58.0,28.0,3.0
48020.09767625988,51.0,56.0,1.0
50299.22862444196,54.0,56.0,1.0
4236.031625158348,79.0,52.0,5.0
27811.022805208897,50.0,37.0,1.0
27144.06066082468,93.0,34.0,5.0
76004.76385241434,73.0,46.0,2.0
11146.214287237566,88.0,32.0,2.0
44167.596507672446,95.0,34.0,2.0
79991.35720451288,95.0,50.0,3.0
1630.3064824661296,91.0,26.0,2.0
52917.53555667783,95.0,72.0,1.0
45494.724777684714,80.0,75.0,3.0
28826.67310858249,60.0,52.0,3.0
10924.406692427427,72.0,53.0,1.0
27347.783304593133,50.0,55.0,2.0
66823.97312797638,62.0,60.0,4.0
96569.73161136189,60.0,65.0,4.0
98828.22724715203,85.0,41.0,2.0
8794.250812024307,60.0,38.0,3.0
90533.54451983224,63.0,58.0,5.0
1514.2457203913903,59.0,35.0,4.0
38117.80155689192,63.0,57.0,3.0
12548.176806172813,79.0,47.0,3.0
83236.60631022691,98.0,36.0,2.0
15431.734280444267,94.0,69.0,2.0
29849.507874254057,95.0,53.0,2.0
88374.82021195337,82.0,69.0,4.0
48836.45394141451,81.0,46.0,3.0
20815.284267098014,60.0,67.0,1.0
33467.88139842391,64.0,47.0,2.0
28958.77954146545,57.0,40.0,2.0
83369.95487441793,65.0,72.0,2.0
97038.25155369223,84.0,36.0,3.0
69873.64187677547,54.0,45.0,2.0
39257.48141060701,60.0,42.0,1.0
27930.598410802126,75.0,42.0,4.0
88000.67489736315,72.0,33.0,4.0
74515.84893066103,95.0,33.0,2.0
15639.28281437795,95.0,61.0,5.0
87083.09247503511,52.0,31.0,5.0
37987.1549687758,63.0,49.0,1.0
99945.80515964692,52.0,43.0,3.0
66104.66905349663,75.0,71.0,3.0
41304.65957800081,80.0,39.0,2.0
43796.71498770174,93.0,27.0,3.0
30030.45156615055,84.0,47.0,2.0
23360.652487030908,67.0,58.0,3.0
2314.4788876913285,58.0,35.0,4.0
95334.79786222032,69.0,29.0,4.0
13467.532104831998,83.0,28.0,5.0
58801.873132671564,73.0,30.0,2.0
89971.39519133893,76.0,45.0,4.0
10741.211281421605,86.0,51.0,1.0
12976.107828178094,76.0,54.0,5.0
51397.572745107514,59.0,60.0,4.0
9737.762657668782,67.0,27.0,4.0
68252.34611377411,59.0,46.0,4.0
30241.14988057509,84.0,72.0,1.0
75434.91684389158,88.0,54.0,1.0
33312.380322243036,70.0,34.0,1.0
43637.77443935657,77.0,33.0,2.0
50232.60540073854,76.0,38.0,1.0
26778.20260732901,72.0,73.0,5.0
41116.48768360527,69.0,58.0,4.0
74457.47768713777,50.0,33.0,4.0
17200.306682105187,80.0,47.0,5.0
92927.42269285994,98.0,58.0,4.0
47008.059763482175,95.0,73.0,2.0
43790.09178671107,53.0,49.0,5.0
56925.479976821975,75.0,27.0,1.0
26446.776559857582,77.0,72.0,2.0
25167.04585955846,77.0,47.0,1.0
3282.627986882259,95.0,75.0,5.0
69315.29032689655,63.0,51.0,3.0
14534.970286332156,99.0,26.0,4.0
31926.319159454983,72.0,32.0,3.0
33283.78682411205,84.0,68.0,2.0
67499.13501496923,90.0,49.0,4.0
33117.06045194605,76.0,38.0,3.0
71284.18519393924,97.0,67.0,1.0
62441.86058262696,76.0,67.0,4.0
26230.755714273448,74.0,57.0,4.0
52122.88051165574,77.0,45.0,2.0
40702.540720813995,76.0,32.0,3.0
59388.190340560366,98.0,57.0,4.0
65156.31560164883,61.0,33.0,2.0
8277.781780370848,82.0,43.0,3.0
95818.41206698815,85.0,26.0,4.0
78550.89826435043,82.0,62.0,3.0
3177.7386598020285,89.0,38.0,4.0
96729.15064839511,85.0,66.0,3.0
55358.73279117986,53.0,75.0,2.0
93021.49094718121,82.0,31.0,5.0
85306.25614520119,92.0,74.0,5.0
68531.67761717772,70.0,68.0,4.0
19897.50248940985,89.0,70.0,3.0
72347.57204265667,53.0,66.0,5.0
67934.25099918836,73.0,38.0,2.0
94931.34204509135,73.0,75.0,2.0
97813.51264151098,68.0,71.0,5.0
4646.794956436467,88.0,35.0,4.0
34044.72573142121,81.0,43.0,3.0
78770.45099415536,97.0,66.0,4.0
93962.32956881323,92.0,55.0,3.0
99790.91091069345,79.0,43.0,3.0
43484.831591532384,77.0,67.0,2.0
64840.10573115348,54.0,56.0,4.0
21243.822552977046,72.0,74.0,5.0
96186.50490992618,65.0,37.0,2.0
12813.101781369645,89.0,74.0,2.0
51987.74007197913,80.0,72.0,2.0
86917.36515983877,83.0,27.0,4.0
30951.952040990167,57.0,53.0,4.0
70629.25606711442,85.0,49.0,2.0
14149.313352923038,67.0,53.0,3.0
65765.59336745524,54.0,63.0,3.0
82631.92796058285,65.0,59.0,2.0
58210.59321601831,92.0,55.0,2.0
902.1541796015216,66.0,52.0,3.0
52269.334928351964,71.0,72.0,1.0
30889.303078448578,75.0,46.0,3.0
20097.286730286392,74.0,45.0,5.0
87310.46643312737,84.0,39.0,5.0
29619.163841207523,94.0,34.0,1.0
51873.092008053834,72.0,34.0,3.0
29578.717363985525,51.0,55.0,4.0
93460.05240747378,88.0,30.0,3.0
56618.801271353266,69.0,64.0,3.0
56051.04010313223,57.0,43.0,2.0
59201.88365936462,82.0,57.0,3.0
82692.43646392891,68.0,52.0,1.0
45673.272191956705,66.0,53.0,3.0
190.10826809369067,84.0,43.0,1.0
94971.3079073147,95.0,32.0,3.0
48410.50599677681,62.0,40.0,2.0
92851.5730290568,82.0,48.0,1.0
68057.26597918072,99.0,40.0,4.0
33318.46270163574,69.0,39.0,5.0
70589.92170967287,52.0,40.0,3.0
57156.0747927572,78.0,75.0,5.0
24146.886332107275,72.0,54.0,2.0
64851.72302051703,61.0,56.0,3.0
14521.155845586121,69.0,33.0,4.0
59833.44758340324,92.0,67.0,5.0
79000.72880202002,85.0,50.0,2.0
50247.91672403682,80.0,70.0,3.0
32534.4747574698,99.0,26.0,4.0
94030.63018603441,57.0,26.0,2.0
71783.136317382,72.0,49.0,2.0
24082.681316452392,56.0,39.0,2.0
23445.756889284403,65.0,27.0,4.0
76288.20853457914,86.0,70.0,3.0
49731.735572060956,83.0,35.0,4.0
27363.722802785447,91.0,51.0,2.0
97949.63447832172,56.0,61.0,3.0
95582.3799014886,98.0,65.0,4.0
14118.582397467864,94.0,49.0,4.0
39167.44020979544,60.0,58.0,1.0
28719.60591657474,83.0,69.0,2.0
60613.775894081715,84.0,49.0,4.0
67862.02149202905,53.0,63.0,5.0
35829.700700365844,88.0,54.0,2.0
98923.19242410746,63.0,27.0,3.0
14747.53332062489,50.0,50.0,2.0
42468.385452458766,69.0,37.0,5.0
73090.73493997735,88.0,27.0,4.0
86808.86383109733,84.0,29.0,3.0
33856.204778168045,82.0,31.0,4.0
19574.96127741718,59.0,60.0,2.0
91986.84588430566,92.0,32.0,3.0
98249.7661492717,65.0,39.0,3.0
98981.06493594425,98.0,64.0,4.0
49617.430351390154,56.0,75.0,4.0
30644.762518991352,67.0,70.0,3.0
1058.4005247031657,60.0,37.0,5.0
37204.090598923634,65.0,62.0,4.0
83877.55407401717,95.0,49.0,3.0
89751.67327561622,73.0,28.0,1.0
85540.22439873706,68.0,27.0,4.0
33840.99459582494,95.0,55.0,1.0
10120.56777323097,97.0,28.0,4.0
45660.63253676886,91.0,57.0,4.0
15402.421620364252,59.0,52.0,4.0
83305.19435656113,52.0,69.0,4.0
6804.9893352187355,72.0,33.0,1.0
59495.77601715162,75.0,50.0,3.0
94411.99250244648,69.0,50.0,4.0
54474.271254070976,94.0,30.0,4.0
29233.16299208294,57.0,37.0,2.0
9781.802045826927,96.0,46.0,5.0
96218.06718522657,79.0,67.0,4.0
63449.55015101427,73.0,48.0,3.0
75181.14756322022,96.0,36.0,3.0
4393.05445641466,79.0,40.0,3.0
47053.009689049424,73.0,54.0,2.0
43195.10266850973,76.0,31.0,2.0
42037.44704470588,85.0,70.0,4.0
68384.09543193971,67.0,65.0,2.0
53211.72019049134,63.0,50.0,3.0
14015.034901466594,68.0,33.0,2.0
32327.467876688042,85.0,52.0,1.0
86659.51506346789,59.0,71.0,4.0
70365.62776540073,64.0,63.0,2.0
54493.10229029886,56.0,56.0,1.0
47166.10583231968,70.0,50.0,4.0
40902.3944809195,73.0,70.0,3.0
1199.409855805855,68.0,47.0,3.0
56975.78915804645,59.0,45.0,3.0
53682.94378463912,56.0,49.0,4.0
95807.73478724025,76.0,51.0,1.0
57218.167841007285,70.0,53.0,1.0
90221.27264021922,79.0,69.0,2.0
50919.62327060617,80.0,40.0,1.0
21549.904024079307,95.0,60.0,2.0
70106.03619526843,54.0,38.0,3.0
88695.26309177432,90.0,50.0,4.0
34736.69824693725,91.0,66.0,2.0
79235.42271430876,72.0,55.0,2.0
68809.20880954301,58.0,60.0,3.0
48634.209019301285,52.0,56.0,3.0
42842.28885957214,66.0,34.0,4.0
98690.0664927429,58.0,65.0,2.0
60576.446179740786,77.0,46.0,2.0
70681.68730379555,85.0,66.0,4.0
77370.97533484761,91.0,63.0,3.0
54573.023441394726,76.0,70.0,4.0
84717.1556330654,91.0,69.0,4.0
22620.970043535737,72.0,53.0,4.0
29265.82520491231,59.0,39.0,3.0
20407.361907853367,96.0,71.0,1.0
60316.29781879833,89.0,40.0,4.0
59997.86164583267,75.0,53.0,3.0
79719.78884721016,76.0,45.0,4.0
58872.80630318615,75.0,74.0,5.0
97050.41462370557,76.0,38.0,1.0
94729.18066019686,84.0,38.0,5.0
90165.29990494638,73.0,32.0,3.0
95285.71375219373,75.0,71.0,5.0
96794.46835877154,88.0,25.0,4.0
22078.454855528707,83.0,36.0,1.0
46316.60422485557,50.0,68.0,2.0
70157.74542337235,98.0,73.0,3.0
34189.74286556655,68.0,69.0,1.0
86509.80129650918,92.0,70.0,4.0
1496.436990893497,67.0,46.0,2.0
78313.9529472871,85.0,32.0,5.0
5607.326811971373,64.0,53.0,1.0
2467.7143800874314,85.0,62.0,3.0
93437.20786841691,54.0,43.0,5.0
42690.56796744322,69.0,34.0,5.0
62401.15086392071,66.0,74.0,1.0
96492.38196849989,57.0,55.0,4.0
96439.6008087891,98.0,66.0,3.0
74894.03544898194,57.0,30.0,3.0
69247.27831452251,68.0,37.0,3.0
93958.32716100225,75.0,66.0,1.0
68314.66475778788,70.0,70.0,3.0
65888.13514296216,91.0,47.0,5.0
35361.922412551896,90.0,58.0,5.0
57242.960794898296,51.0,39.0,3.0
42821.68054388035,60.0,36.0,4.0
83180.0092399584,89.0,59.0,4.0
69904.26574349283,70.0,59.0,4.0
60148.314926532374,99.0,68.0,3.0
31843.809448114946,89.0,64.0,2.0
67354.57089779394,76.0,63.0,4.0
19778.577120483475,72.0,42.0,5.0
56766.48351957736,68.0,29.0,2.0
10033.9335861903,94.0,26.0,3.0
43607.821047749814,54.0,64.0,4.0
71444.63267018276,89.0,51.0,4.0
30761.8949742615,88.0,37.0,4.0
93920.266385078,51.0,50.0,2.0
77192.66758665194,67.0,65.0,3.0
78871.36991435628,59.0,57.0,4.0
37579.87067634175,86.0,56.0,2.0
40033.19769571165,66.0,66.0,1.0
14245.592868272144,96.0,58.0,1.0
58239.91748803191,57.0,45.0,1.0
34012.53745724797,85.0,29.0,5.0
38336.558609307416,52.0,52.0,1.0
92322.7891905005,75.0,61.0,4.0
5784.9084279345425,59.0,37.0,5.0
62328.44520481469,76.0,35.0,2.0
95786.40008434447,67.0,65.0,5.0
73428.00396260367,93.0,37.0,3.0
